,funding_8h,current_funding,best_bid_amount,best_ask_amount,estimated_delivery_price,best_bid_price,best_ask_price,interest_value,open_interest,max_price,min_price,last_price,settlement_price,instrument_name,mark_price,index_price,state,timestamp,stats.volume_notional,stats.volume_usd,stats.volume,stats.price_change,stats.low,stats.high,bid_iv,ask_iv,underlying_index,underlying_price,mark_iv,interest_rate,greeks.rho,greeks.theta,greeks.vega,greeks.gamma,greeks.delta,t,strike,m
BTC-3MAY24-78000-C,,,3.3,26.5,64044.41,0.0005,0.0008,,562.3,0.0175,0.0001,0.0004,0.00037123,BTC-3MAY24-78000-C,0.0006,64044.41,open,1714275873015,,384.6,16.4,33.3333,0.0003,0.0006,75.35,80.69,BTC-3MAY24,64093.99,77.67,0.0,0.16636,-26.44317,3.52534,1e-05,0.01892,5.0,78000.0,-0.1966077354028281
BTC-3MAY24-80000-C,,,3.8,12.6,64045.47,0.0003,0.0005,,836.7,0.015,0.0001,0.0004,0.00025322,BTC-3MAY24-80000-C,0.0004,64045.47,open,1714275875029,,654.51,26.7,100.0,0.0002,0.0004,78.19,83.52,BTC-3MAY24,64094.97,80.69,0.0,0.1052,-18.52308,2.37683,1e-05,0.01196,5.0,80000.0,-0.22192554338711798
BTC-3MAY24-82000-C,,,22.8,2.3,64046.33,0.0001,0.0003,,483.4,0.015,0.0001,0.0003,0.00011486,BTC-3MAY24-82000-C,0.0002,64046.33,open,1714275876034,,152.85,10.1,50.0,0.0002,0.0003,75.93,85.66,BTC-3MAY24,64094.98,80.74,0.0,0.05266,-10.07998,1.29261,0.0,0.00597,5.0,82000.0,-0.24661815597748943
BTC-3MAY24-84000-C,,,13.5,13.2,64047.33,0.0001,0.0003,,173.0,0.015,0.0001,0.0002,0.00014636,BTC-3MAY24-84000-C,0.0002,64047.33,open,1714275877043,,1.26,0.1,0.0,0.0002,0.0002,82.48,92.87,BTC-3MAY24,64096.21,87.24,0.0,0.04728,-9.91595,1.17686,0.0,0.00537,5.0,84000.0,-0.27071570755654994
BTC-3MAY24-86000-C,,,0.0,24.3,64044.96,0.0,0.0004,,175.2,0.015,0.0001,0.0001,0.00017869,BTC-3MAY24-86000-C,0.0001,64044.96,open,1714275879057,,6.4,1.0,0.0,0.0001,0.0001,0.0,103.31,BTC-3MAY24,64096.5,92.08,0.0,0.03802,-8.62481,0.9698,0.0,0.00432,5.0,86000.0,-0.2942462049667441
BTC-10MAY24-48000-P,,,1.0,0.5,64045.42,0.0009,0.0011,,56.2,0.0155,0.0001,0.0011,0.00099167,BTC-10MAY24-48000-P,0.001,64045.42,open,1714275880062,,0.0,0.0,,,,77.37,79.82,BTC-10MAY24,64148.32,78.41,0.0,-0.4067,-16.7167,5.19212,0.0,-0.01802,12.0,48000.0,0.28890008037887266
BTC-10MAY24-50000-P,,,50.0,21.1,64044.22,0.0012,0.0015,,116.7,0.018,0.0001,0.0014,0.00155862,BTC-10MAY24-50000-P,0.0014,64044.22,open,1714275882077,,222.29,2.5,0.0,0.0014,0.0014,71.05,73.81,BTC-10MAY24,64148.79,72.5,0.0,-0.57928,-20.87322,7.01155,1e-05,-0.02571,12.0,50000.0,0.24807808585861763
BTC-10MAY24-52000-P,,,1.2,19.6,64029.45,0.0017,0.0021,,162.3,0.0205,0.0001,0.0024,0.0025364,BTC-10MAY24-52000-P,0.0019,64029.45,open,1714275886113,,3402.78,22.0,-4.0,0.0024,0.0025,65.35,68.04,BTC-10MAY24,64143.55,66.65,0.0,-0.83534,-26.01483,9.50532,1e-05,-0.03715,12.0,52000.0,0.20885737270533622
BTC-10MAY24-54000-P,,,2.6,0.1,64028.93,0.0027,0.003,,236.5,0.025,0.0001,0.0037,0.00414079,BTC-10MAY24-54000-P,0.0029,64028.93,open,1714275888123,,446.56,1.8,-7.5,0.0037,0.0041,60.95,62.39,BTC-10MAY24,64130.91,62.01,0.0,-1.29594,-34.43133,13.52343,2e-05,-0.05765,12.0,54000.0,0.17111704472248931
BTC-10MAY24-56000-P,,,2.7,0.1,64028.62,0.0044,0.0048,,185.7,0.0305,0.0001,0.006,0.00676599,BTC-10MAY24-56000-P,0.0047,64028.62,open,1714275889132,,4289.11,10.5,-14.2857,0.0054,0.007,56.99,58.33,BTC-10MAY24,64131.54,57.94,0.0,-2.04865,-45.65052,19.19002,2e-05,-0.09107,12.0,56000.0,0.1347494005516144
BTC-10MAY24-57000-P,,,28.9,41.0,64030.14,0.0055,0.0065,,170.3,0.0345,0.0001,0.0075,0.00874141,BTC-10MAY24-57000-P,0.0061,64030.14,open,1714275891145,,1360.37,2.8,-6.25,0.0075,0.0085,54.7,57.53,BTC-10MAY24,64132.4,56.32,0.0,-2.60238,-52.76698,22.81626,3e-05,-0.11556,12.0,57000.0,0.11704982345221354
BTC-10MAY24-58000-P,,,23.4,0.1,64030.02,0.0075,0.008,,184.9,0.0395,0.0001,0.008,0.01131505,BTC-10MAY24-58000-P,0.008,64030.02,open,1714275892152,,31559.07,53.6,-30.4348,0.008,0.0115,53.93,55.13,BTC-10MAY24,64133.21,55.06,0.0,-3.31335,-60.8848,26.93247,4e-05,-0.14689,12.0,58000.0,0.09965808074034431
BTC-10MAY24-59000-P,,,54.3,13.1,64029.61,0.0095,0.0105,,141.1,0.044,0.0001,0.0118,0.01454738,BTC-10MAY24-59000-P,0.0102,64029.61,open,1714275894166,,10952.13,11.9,-12.5926,0.0118,0.015,51.98,54.05,BTC-10MAY24,64133.27,53.34,0.0,-4.12701,-67.95995,31.02914,4e-05,-0.18273,12.0,59000.0,0.0825636473810442
BTC-10MAY24-60000-P,,,0.6,1.1,64026.38,0.013,0.0135,,288.3,0.05,0.0001,0.0175,0.01869953,BTC-10MAY24-60000-P,0.0132,64026.38,open,1714275898194,,47049.6,41.9,0.0,0.0165,0.0195,51.84,52.74,BTC-10MAY24,64132.36,52.27,0.0,-5.16169,-75.96388,35.39625,5e-05,-0.22801,12.0,60000.0,0.06575652906466302
BTC-10MAY24-61000-P,,,0.5,49.3,64025.57,0.017,0.018,,159.1,0.057,0.0022,0.016,0.02389485,BTC-10MAY24-61000-P,0.0173,64025.57,open,1714275900208,,8041.66,6.8,-31.9149,0.016,0.0235,51.1,52.72,BTC-10MAY24,64130.0,51.59,0.0,-6.39509,-83.76397,39.53914,6e-05,-0.2816,12.0,61000.0,0.04922722711345241
BTC-10MAY24-62000-P,,,0.4,34.6,64024.88,0.022,0.023,,129.9,0.065,0.0037,0.0257,0.03013323,BTC-10MAY24-62000-P,0.0223,64024.88,open,1714275901214,,12513.47,6.8,-15.7377,0.0257,0.0315,50.54,52.04,BTC-10MAY24,64128.88,51.06,0.0,-7.78228,-90.12152,42.98626,6e-05,-0.3414,12.0,62000.0,0.03296670624167212
BTC-10MAY24-63000-P,,,0.4,18.5,64025.32,0.028,0.029,,120.7,0.074,0.006,0.0265,0.03763555,BTC-10MAY24-63000-P,0.0285,64025.32,open,1714275903229,,32336.47,14.1,-29.3333,0.0265,0.0385,50.03,51.44,BTC-10MAY24,64128.64,50.66,0.0,-9.29216,-94.48287,45.42242,7e-05,-0.40588,12.0,63000.0,0.01696636489523093
BTC-10MAY24-64000-P,,,6.0,29.2,64024.07,0.035,0.0365,,238.6,0.084,0.0095,0.035,0.04631241,BTC-10MAY24-64000-P,0.0359,64024.07,open,1714275906250,,29012.65,12.8,-24.7312,0.034,0.0465,49.46,51.53,BTC-10MAY24,64128.62,50.69,0.0,-10.88545,-97.04443,46.62122,7e-05,-0.4729,12.0,64000.0,0.0012180079270918383
BTC-10MAY24-65000-C,,,1.3,24.0,64023.92,0.0305,0.0315,,225.6,0.0735,0.007,0.031,0.0249862,BTC-10MAY24-65000-C,0.0308,64023.92,open,1714275908263,,47495.35,29.6,24.0,0.023,0.031,50.33,51.71,BTC-10MAY24,64126.4,50.72,0.0,9.18852,-96.83338,46.49563,7e-05,0.46028,12.0,65000.0,-0.014286178608873427
BTC-10MAY24-66000-C,,,1.9,16.8,64023.54,0.0245,0.0255,,180.4,0.066,0.0044,0.0215,0.01995427,BTC-10MAY24-66000-C,0.0249,64023.54,open,1714275910278,,33167.67,25.5,7.5,0.0185,0.022,50.48,51.9,BTC-10MAY24,64126.21,51.03,0.0,7.95011,-94.58802,45.14569,6e-05,0.3965,12.0,66000.0,-0.029553650739661878
BTC-10MAY24-67000-C,,,23.9,7.1,64016.13,0.0195,0.0205,,134.5,0.06,0.0028,0.0205,0.01586117,BTC-10MAY24-67000-C,0.0201,64016.13,open,1714275912292,,6494.16,6.4,36.6667,0.0145,0.021,50.73,52.23,BTC-10MAY24,64122.02,51.61,0.0,6.79576,-90.7174,42.80522,6e-05,0.33776,12.0,67000.0,-0.0445915281042024
BTC-10MAY24-68000-C,,,0.4,35.0,64029.28,0.016,0.017,,242.7,0.054,0.0013,0.0135,0.01263122,BTC-10MAY24-68000-C,0.0162,64029.28,open,1714275915316,,4598.49,5.6,8.0,0.011,0.014,51.97,53.57,BTC-10MAY24,64125.87,52.37,0.0,5.76865,-85.63482,39.82409,6e-05,0.28589,12.0,68000.0,-0.05940661388934309
BTC-10MAY24-69000-C,,,32.6,7.2,64031.49,0.0125,0.0135,,291.2,0.0495,0.0001,0.0095,0.01011619,BTC-10MAY24-69000-C,0.0132,64031.49,open,1714275918076,,4947.91,8.3,5.5556,0.009,0.0095,52.04,53.8,BTC-10MAY24,64135.83,53.31,0.0,4.88038,-79.94959,36.52531,5e-05,0.24131,12.0,69000.0,-0.07400541331049576
BTC-10MAY24-70000-C,,,74.0,61.4,64032.44,0.01,0.0115,,668.0,0.045,0.0001,0.01,0.00809754,BTC-10MAY24-70000-C,0.0108,64032.44,open,1714275919387,,15785.5,28.8,33.3333,0.007,0.01,52.84,55.75,BTC-10MAY24,64136.35,54.48,0.0,4.12127,-74.12274,33.13396,4e-05,0.20345,12.0,70000.0,-0.08839415076259535
BTC-10MAY24-71000-C,,,21.3,3.8,64034.09,0.0085,0.009,,183.5,0.041,0.0001,0.009,0.00653711,BTC-10MAY24-71000-C,0.0087,64034.09,open,1714275921355,,14118.79,28.8,38.4615,0.006,0.009,54.78,55.86,BTC-10MAY24,64137.68,55.26,0.0,3.43759,-67.10436,29.57501,4e-05,0.16938,12.0,71000.0,-0.10257878575455183
BTC-10MAY24-72000-C,,,10.1,62.0,64038.99,0.007,0.008,,455.5,0.0385,0.0001,0.0075,0.00543486,BTC-10MAY24-72000-C,0.0074,64038.99,open,1714275924376,,4816.39,12.5,36.3636,0.005,0.0075,55.98,58.37,BTC-10MAY24,64145.35,56.98,0.0,2.94534,-62.48768,26.7095,3e-05,0.14504,12.0,72000.0,-0.1165650277292916
BTC-10MAY24-74000-C,,,10.6,16.4,64044.32,0.0049,0.0055,,449.0,0.033,0.0001,0.0045,0.00391213,BTC-10MAY24-74000-C,0.0052,64044.32,open,1714275928403,,10166.17,38.1,15.3846,0.0034,0.0045,58.75,60.56,BTC-10MAY24,64147.23,59.58,0.0,2.11683,-51.78914,21.17029,3e-05,0.10408,12.0,74000.0,-0.1439640019174061
BTC-10MAY24-76000-C,,,10.0,2.2,64046.07,0.0035,0.0039,,539.3,0.0285,0.0001,0.0035,0.00289986,BTC-10MAY24-76000-C,0.0037,64046.07,open,1714275929411,,5826.57,31.3,40.0,0.0025,0.0035,61.47,63.01,BTC-10MAY24,64150.87,62.25,0.0,1.54328,-42.74485,16.72282,2e-05,0.07581,12.0,76000.0,-0.1706322489995674
BTC-10MAY24-78000-C,,,25.4,2.4,64051.44,0.0025,0.0029,,317.1,0.0255,0.0001,0.0022,0.00228119,BTC-10MAY24-78000-C,0.0027,64051.44,open,1714275931426,,2055.85,14.5,4.7619,0.0021,0.0025,63.88,65.82,BTC-10MAY24,64157.34,64.86,0.0,1.13896,-35.16987,13.20587,1e-05,0.05591,12.0,78000.0,-0.1966077354028281
BTC-10MAY24-80000-C,,,8.5,3.6,64051.38,0.0018,0.0022,,332.7,0.0225,0.0001,0.0019,0.00179943,BTC-10MAY24-80000-C,0.002,64051.38,open,1714275933439,,13574.33,120.3,18.75,0.0013,0.0021,66.16,68.61,BTC-10MAY24,64158.37,67.39,0.0,0.84969,-28.89907,10.44369,1e-05,0.04169,12.0,80000.0,-0.22192554338711798
BTC-10MAY24-82000-C,,,43.5,3.4,64051.64,0.0013,0.0017,,170.5,0.02,0.0001,0.0014,0.00150032,BTC-10MAY24-82000-C,0.0015,64051.64,open,1714275935453,,103.72,1.1,-6.6667,0.0014,0.0015,68.25,71.35,BTC-10MAY24,64157.56,69.78,0.0,0.63895,-23.69168,8.26772,1e-05,0.03134,12.0,82000.0,-0.24661815597748943
BTC-10MAY24-84000-C,,,2.7,15.9,64054.78,0.001,0.0013,,161.8,0.018,0.0001,0.0012,0.00132326,BTC-10MAY24-84000-C,0.0011,64054.78,open,1714275939482,,730.23,9.6,0.0,0.001,0.0012,70.79,73.69,BTC-10MAY24,64164.6,72.28,0.0,0.49292,-19.76703,6.6596,1e-05,0.02418,12.0,84000.0,-0.27071570755654994
BTC-10MAY24-86000-C,,,35.5,15.0,64054.83,0.0007,0.001,,60.9,0.016,0.0001,0.0009,0.00113037,BTC-10MAY24-86000-C,0.0009,64054.83,open,1714275941495,,5.72,0.1,0.0,0.0009,0.0009,72.19,75.91,BTC-10MAY24,64161.31,74.23,0.0,0.37072,-15.94364,5.2308,1e-05,0.01818,12.0,86000.0,-0.2942462049667441
BTC-17MAY24-50000-P,,,4.1,8.5,64055.61,0.002,0.0024,,51.0,0.0195,0.0001,0.0022,0.00271167,BTC-17MAY24-50000-P,0.0022,64055.61,open,1714275943509,,4282.71,24.7,-33.3333,0.0022,0.0033,62.26,64.46,SYN.BTC-17MAY24,64242.9367,63.37,0.0,-1.29119,-19.26391,11.65977,1e-05,-0.03606,19.0,50000.0,0.24807808585861763
BTC-17MAY24-52000-P,,,3.2,8.5,64053.64,0.0031,0.0035,,88.3,0.024,0.0001,0.0039,0.00438753,BTC-17MAY24-52000-P,0.0033,64053.64,open,1714275944515,,6968.1,25.0,-15.2174,0.0038,0.0046,59.1,60.7,SYN.BTC-17MAY24,64243.45,59.85,0.0,-1.92364,-25.08569,16.07582,1e-05,-0.05371,19.0,52000.0,0.20885737270533622
BTC-17MAY24-54000-P,,,10.9,20.4,64052.57,0.0047,0.0055,,111.2,0.0295,0.0001,0.0055,0.00703052,BTC-17MAY24-54000-P,0.0051,64052.57,open,1714275949551,,8205.47,19.5,-21.4286,0.0055,0.007,55.77,58.09,SYN.BTC-17MAY24,64240.6567,56.98,0.0,-2.92442,-32.99537,22.20734,2e-05,-0.08154,19.0,54000.0,0.17111704472248931
BTC-17MAY24-56000-P,,,45.4,39.7,64054.39,0.0075,0.0085,,94.5,0.037,0.0001,0.008,0.01108029,BTC-17MAY24-56000-P,0.008,64054.39,open,1714275951564,,7365.35,11.4,-27.2727,0.008,0.0115,53.4,55.55,SYN.BTC-17MAY24,64242.4467,54.52,0.0,-4.41349,-42.5428,29.92927,3e-05,-0.12275,19.0,56000.0,0.1347494005516144
BTC-17MAY24-58000-P,,,51.7,15.2,64054.1,0.012,0.013,,89.8,0.047,0.0001,0.0155,0.01734785,BTC-17MAY24-58000-P,0.0126,64054.1,open,1714275952572,,4561.3,4.5,-3.125,0.015,0.0175,51.55,53.2,SYN.BTC-17MAY24,64242.1733,52.59,0.0,-6.56458,-53.32487,38.88959,3e-05,-0.18187,19.0,58000.0,0.09965808074034431
BTC-17MAY24-59000-P,,,10.3,39.1,64054.43,0.0155,0.0165,,15.6,0.053,0.001,0.0165,0.02149409,BTC-17MAY24-59000-P,0.016,64054.43,open,1714275953578,,4766.88,3.6,-23.2558,0.0165,0.0215,51.38,52.86,SYN.BTC-17MAY24,64241.79,52.07,0.0,-7.95787,-59.16615,43.5785,4e-05,-0.21981,19.0,59000.0,0.0825636473810442
BTC-17MAY24-60000-P,,,0.6,44.7,64054.12,0.0195,0.0205,,38.6,0.06,0.0039,0.02,0.02643617,BTC-17MAY24-60000-P,0.0199,64054.12,open,1714275955593,,19746.04,12.0,-25.9259,0.0195,0.027,50.97,52.3,SYN.BTC-17MAY24,64242.0867,51.47,0.0,-9.50411,-64.31302,47.92483,4e-05,-0.26172,19.0,60000.0,0.06575652906466302
BTC-17MAY24-61000-P,,,8.1,13.6,64054.37,0.024,0.025,,16.2,0.067,0.006,0.0275,0.03219045,BTC-17MAY24-61000-P,0.0246,64054.37,open,1714275957606,,9227.87,4.8,-12.6984,0.0275,0.0325,50.28,51.52,SYN.BTC-17MAY24,64242.4,50.98,0.0,-11.22289,-68.84857,51.799,5e-05,-0.30795,19.0,61000.0,0.04922722711345241
BTC-17MAY24-62000-P,,,7.6,1.3,64056.85,0.0295,0.0305,,111.2,0.0755,0.008,0.0305,0.03891621,BTC-17MAY24-62000-P,0.0301,64056.85,open,1714275960627,,11453.15,5.1,-19.7368,0.0295,0.04,49.91,51.08,SYN.BTC-17MAY24,64242.99,50.65,0.0,-13.0962,-72.60769,54.97667,5e-05,-0.35787,19.0,62000.0,0.03296670624167212
BTC-17MAY24-63000-P,,,6.8,1.1,64055.25,0.036,0.037,,36.3,0.084,0.0115,0.0355,0.04653786,BTC-17MAY24-63000-P,0.0367,64055.25,open,1714275962642,,3220.12,1.2,-23.6559,0.0355,0.0465,49.74,50.86,SYN.BTC-17MAY24,64243.0467,50.47,0.0,-15.08589,-75.33987,57.2544,5e-05,-0.41031,19.0,63000.0,0.01696636489523093
BTC-17MAY24-64000-P,,,37.3,15.9,64055.57,0.043,0.045,,36.3,0.094,0.0155,0.0525,0.05517835,BTC-17MAY24-64000-P,0.0441,64055.57,open,1714275964655,,6333.54,1.9,-0.9434,0.0525,0.053,49.17,51.37,SYN.BTC-17MAY24,64241.9767,50.34,0.0,-17.14736,-76.79332,58.50479,5e-05,-0.46398,19.0,64000.0,0.0012180079270918383
BTC-17MAY24-65000-C,,,0.4,25.4,64054.92,0.0405,0.0415,,30.0,0.0855,0.0135,0.041,0.03472824,BTC-17MAY24-65000-C,0.0407,64054.92,open,1714275965663,,7084.41,3.1,17.1429,0.033,0.041,50.2,51.3,SYN.BTC-17MAY24,64243.1933,50.39,0.0,14.91581,-77.11264,58.68952,5e-05,0.48259,19.0,65000.0,-0.014286178608873427
BTC-17MAY24-66000-C,,,3.0,6.9,64052.92,0.034,0.035,,64.0,0.078,0.01,0.03,0.02914178,BTC-17MAY24-66000-C,0.0345,64052.92,open,1714275966670,,14127.8,7.6,1.6949,0.028,0.031,50.09,51.2,SYN.BTC-17MAY24,64242.3467,50.59,0.0,13.37149,-76.31624,57.85416,5e-05,0.43062,19.0,66000.0,-0.029553650739661878
BTC-17MAY24-67000-C,,,2.9,6.4,64039.42,0.0285,0.0295,,44.8,0.0715,0.0075,0.027,0.02432704,BTC-17MAY24-67000-C,0.029,64039.42,open,1714275969690,,10950.42,6.9,10.2041,0.0235,0.027,50.26,51.41,SYN.BTC-17MAY24,64234.8267,50.79,0.0,11.8681,-74.27986,56.08857,5e-05,0.38064,19.0,67000.0,-0.0445915281042024
BTC-17MAY24-68000-C,,,8.3,8.9,64038.8,0.024,0.025,,49.9,0.065,0.0055,0.0245,0.02025201,BTC-17MAY24-68000-C,0.0243,64038.8,open,1714275970698,,10070.38,7.5,19.5122,0.019,0.0245,50.76,51.96,SYN.BTC-17MAY24,64225.8033,51.17,0.0,10.45658,-71.48339,53.58321,5e-05,0.33423,19.0,68000.0,-0.05940661388934309
BTC-17MAY24-69000-C,,,8.3,8.5,64039.49,0.02,0.021,,201.6,0.0595,0.0038,0.018,0.01690215,BTC-17MAY24-69000-C,0.0204,64039.49,open,1714275971705,,4180.21,3.9,5.8824,0.0165,0.018,51.03,52.3,SYN.BTC-17MAY24,64224.9467,51.59,0.0,9.16536,-68.005,50.5581,5e-05,0.29206,19.0,69000.0,-0.07400541331049576
BTC-17MAY24-70000-C,,,3.1,0.5,64039.12,0.017,0.0175,,476.9,0.055,0.0023,0.0175,0.01396786,BTC-17MAY24-70000-C,0.0173,64039.12,open,1714275973720,,3757.66,4.3,25.0,0.013,0.0175,51.87,52.55,SYN.BTC-17MAY24,64225.3533,52.23,0.0,8.01726,-64.36414,47.25867,4e-05,0.25487,19.0,70000.0,-0.08839415076259535
BTC-17MAY24-72000-C,,,10.0,0.6,64031.07,0.012,0.0125,,607.3,0.0465,0.0001,0.011,0.00990973,BTC-17MAY24-72000-C,0.0123,64031.07,open,1714275976741,,25654.47,41.3,22.2222,0.009,0.011,53.07,53.87,SYN.BTC-17MAY24,64220.76,53.61,0.0,6.07586,-56.27204,40.25607,3e-05,0.19242,19.0,72000.0,-0.1165650277292916
BTC-17MAY24-74000-C,,,23.8,44.7,64029.41,0.0085,0.0095,,229.5,0.04,0.0001,0.0085,0.00742423,BTC-17MAY24-74000-C,0.0089,64029.41,open,1714275978754,,12506.03,27.3,13.3333,0.0065,0.0085,54.38,56.29,SYN.BTC-17MAY24,64213.1733,55.16,0.0,4.58685,-48.2206,33.5259,3e-05,0.14487,19.0,74000.0,-0.1439640019174061
BTC-17MAY24-76000-C,,,14.0,9.6,64037.85,0.0065,0.007,,389.3,0.035,0.0001,0.006,0.00546589,BTC-17MAY24-76000-C,0.0067,64037.85,open,1714275984796,,1179.59,3.7,27.6596,0.0045,0.006,56.76,57.91,SYN.BTC-17MAY24,64213.0333,57.28,0.0,3.53949,-41.77838,27.97112,2e-05,0.11164,19.0,76000.0,-0.1706322489995674
BTC-17MAY24-78000-C,,,17.7,23.3,64040.64,0.0049,0.0055,,375.0,0.0315,0.0001,0.0047,0.00428317,BTC-17MAY24-78000-C,0.0052,64040.64,open,1714275985804,,29.6,0.1,0.0,0.0047,0.0047,58.65,60.3,SYN.BTC-17MAY24,64222.4,59.39,0.0,2.7606,-36.09122,23.30523,2e-05,0.08698,19.0,78000.0,-0.1966077354028281
BTC-17MAY24-80000-C,,,15.0,0.1,64041.72,0.0038,0.0039,,23.1,0.028,0.0001,0.0038,0.00344671,BTC-17MAY24-80000-C,0.004,64041.72,open,1714275987818,,755.33,3.7,46.1538,0.0026,0.0038,60.74,61.08,SYN.BTC-17MAY24,64224.79,61.28,0.0,2.14965,-30.76882,19.25613,1e-05,0.06767,19.0,80000.0,-0.22192554338711798
BTC-17MAY24-82000-C,,,16.0,1.0,64042.28,0.003,0.0032,,12.9,0.025,0.0001,0.0031,0.00284703,BTC-17MAY24-82000-C,0.0031,64042.28,open,1714275988824,,508.8,2.9,19.2308,0.0026,0.0031,62.85,63.65,SYN.BTC-17MAY24,64226.3867,63.28,0.0,1.70015,-26.43073,16.01996,1e-05,0.05349,19.0,82000.0,-0.24661815597748943
BTC-17MAY24-84000-C,,,16.0,2.4,64043.56,0.0023,0.0026,,7.2,0.0225,0.0001,0.0022,0.00243764,BTC-17MAY24-84000-C,0.0024,64043.56,open,1714275990838,,84.03,0.7,37.5,0.0016,0.0022,64.41,65.86,SYN.BTC-17MAY24,64229.7567,65.07,0.0,1.34547,-22.52725,13.27685,1e-05,0.04231,19.0,84000.0,-0.27071570755654994
BTC-17MAY24-86000-C,,,24.5,2.7,64043.5,0.0017,0.0021,,14.1,0.0205,0.0001,0.0018,0.00214152,BTC-17MAY24-86000-C,0.0019,64043.5,open,1714275991845,,1061.27,10.9,38.4615,0.0013,0.0019,65.46,67.81,SYN.BTC-17MAY24,64228.7567,66.84,0.0,1.0728,-19.22817,11.03281,1e-05,0.03372,19.0,86000.0,-0.2942462049667441
BTC-31MAY24-48000-P,,,15.5,7.8,64043.43,0.0039,0.0044,,159.1,0.0245,0.0001,0.0043,0.00545001,BTC-31MAY24-48000-P,0.0042,64043.43,open,1714275993857,,347.53,1.1,-21.8182,0.0043,0.0055,61.67,63.3,BTC-31MAY24,64389.34,62.65,0.0,-3.14334,-18.75794,19.86538,1e-05,-0.04951,33.0,48000.0,0.28890008037887266
BTC-31MAY24-49000-P,,,0.5,53.1,64044.02,0.0047,0.0055,,378.4,0.0275,0.0001,0.0048,0.00654859,BTC-31MAY24-49000-P,0.0051,64044.02,open,1714275994864,,7577.25,21.0,-12.7273,0.0048,0.0065,60.57,62.82,BTC-31MAY24,64390.74,61.68,0.0,-3.75995,-21.26023,22.8704,1e-05,-0.05916,33.0,49000.0,0.26828079317613696
BTC-31MAY24-50000-P,,,56.5,52.5,64044.45,0.0055,0.0065,,1450.4,0.03,0.0001,0.0075,0.00793207,BTC-31MAY24-50000-P,0.006,64044.45,open,1714275995872,,1261.23,2.6,-6.25,0.0075,0.008,59.11,61.6,BTC-31MAY24,64391.42,60.42,0.0,-4.41698,-23.59099,25.90896,1e-05,-0.06945,33.0,50000.0,0.24807808585861763
BTC-31MAY24-51000-P,,,71.2,35.4,64044.77,0.0065,0.0075,,580.3,0.033,0.0001,0.009,0.00946476,BTC-31MAY24-51000-P,0.0071,64044.77,open,1714275996881,,906.02,1.6,0.0,0.0085,0.009,57.82,60.04,BTC-31MAY24,64391.92,59.1,0.0,-5.16126,-25.97844,29.16402,1e-05,-0.08111,33.0,51000.0,0.22827545856243794
BTC-31MAY24-52000-P,,,41.3,45.4,64042.25,0.008,0.009,,371.1,0.0365,0.0001,0.0085,0.01124591,BTC-31MAY24-52000-P,0.0085,64042.25,open,1714275998893,,1186.2,1.8,-22.7273,0.0085,0.0115,57.22,59.17,BTC-31MAY24,64393.64,58.25,0.0,-6.11336,-29.01272,33.04838,2e-05,-0.09593,33.0,52000.0,0.20885737270533622
BTC-31MAY24-53000-P,,,79.9,12.7,64034.01,0.0095,0.0105,,161.5,0.04,0.0001,0.011,0.01343533,BTC-31MAY24-53000-P,0.0101,64034.01,open,1714275999899,,9455.81,13.4,-21.4286,0.011,0.014,56.12,57.87,BTC-31MAY24,64389.6,57.13,0.0,-7.14096,-31.82635,36.96235,2e-05,-0.11194,33.0,53000.0,0.1898091777346419
BTC-31MAY24-54000-P,,,50.1,11.5,64025.67,0.0115,0.0125,,156.0,0.044,0.0001,0.0125,0.01595003,BTC-31MAY24-54000-P,0.0121,64025.67,open,1714276001913,,1401.21,1.4,-16.6667,0.0125,0.0165,55.39,56.95,BTC-31MAY24,64372.6,56.34,0.0,-8.403,-35.14236,41.38393,2e-05,-0.13151,33.0,54000.0,0.17111704472248931
BTC-31MAY24-55000-P,,,11.7,50.4,64027.11,0.014,0.015,,1080.0,0.049,0.0001,0.015,0.01890944,BTC-31MAY24-55000-P,0.0145,64027.11,open,1714276003928,,1913.14,1.7,-21.0526,0.015,0.019,54.96,56.36,BTC-31MAY24,64372.82,55.61,0.0,-9.8145,-38.47173,45.90546,2e-05,-0.15328,33.0,55000.0,0.15276790605429283
BTC-31MAY24-56000-P,,,1.0,43.9,64026.91,0.017,0.018,,701.8,0.054,0.0024,0.0175,0.02213162,BTC-31MAY24-56000-P,0.0173,64026.91,open,1714276004934,,4434.23,3.4,-18.6047,0.0175,0.0225,54.66,55.93,BTC-31MAY24,64373.24,55.07,0.0,-11.44022,-42.00313,50.60384,2e-05,-0.1782,33.0,56000.0,0.1347494005516144
BTC-31MAY24-57000-P,,,13.7,16.5,64027.79,0.02,0.021,,912.5,0.06,0.0055,0.0245,0.02611868,BTC-31MAY24-57000-P,0.0206,64027.79,open,1714276007955,,41050.79,25.1,-7.5472,0.0245,0.0265,53.82,54.99,BTC-31MAY24,64372.93,54.55,0.0,-13.23425,-45.40612,55.23163,3e-05,-0.20557,33.0,57000.0,0.11704982345221354
BTC-31MAY24-58000-P,,,12.5,39.8,64025.21,0.024,0.025,,576.9,0.066,0.007,0.027,0.03070179,BTC-31MAY24-58000-P,0.0245,64025.21,open,1714276009213,,93549.39,54.1,-11.4754,0.027,0.031,53.62,54.7,BTC-31MAY24,64373.53,54.16,0.0,-15.22395,-48.75674,59.73733,3e-05,-0.2357,33.0,58000.0,0.09965808074034431
