tick_size_steps,quote_currency,min_trade_amount,counter_currency,settlement_period,settlement_currency,block_trade_tick_size,block_trade_min_trade_amount,block_trade_commission,option_type,creation_timestamp,instrument_id,base_currency,tick_size,contract_size,strike,is_active,expiration_timestamp,instrument_type,taker_commission,maker_commission,kind,rfq,price_index
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,put,2024-04-11 08:01:00,314399,BTC,0.0001,1.0,100000.0,True,2024-05-03 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,call,2024-04-19 13:53:41,318330,BTC,0.0001,1.0,44000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,put,2024-04-19 13:53:41,318331,BTC,0.0001,1.0,44000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,call,2024-04-18 08:11:00,317853,BTC,0.0001,1.0,48000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,put,2024-04-18 08:11:00,317854,BTC,0.0001,1.0,48000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,call,2024-04-18 08:01:00,317433,BTC,0.0001,1.0,50000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,put,2024-04-18 08:01:00,317434,BTC,0.0001,1.0,50000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,call,2024-04-18 08:01:00,317435,BTC,0.0001,1.0,52000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,put,2024-04-18 08:01:00,317436,BTC,0.0001,1.0,52000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,call,2024-04-18 08:01:00,317437,BTC,0.0001,1.0,54000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,put,2024-04-18 08:01:00,317438,BTC,0.0001,1.0,54000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,call,2024-04-18 08:01:00,317439,BTC,0.0001,1.0,56000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,put,2024-04-18 08:01:00,317440,BTC,0.0001,1.0,56000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,call,2024-04-18 08:01:00,317441,BTC,0.0001,1.0,57000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,put,2024-04-18 08:01:00,317442,BTC,0.0001,1.0,57000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,call,2024-04-18 08:01:00,317443,BTC,0.0001,1.0,58000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,put,2024-04-18 08:01:00,317444,BTC,0.0001,1.0,58000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,call,2024-04-18 08:01:00,317445,BTC,0.0001,1.0,59000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,put,2024-04-18 08:01:00,317446,BTC,0.0001,1.0,59000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,call,2024-04-18 08:01:00,317447,BTC,0.0001,1.0,60000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,put,2024-04-18 08:01:00,317448,BTC,0.0001,1.0,60000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,call,2024-04-18 08:01:00,317449,BTC,0.0001,1.0,61000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,put,2024-04-18 08:01:00,317450,BTC,0.0001,1.0,61000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,call,2024-04-18 08:01:00,317451,BTC,0.0001,1.0,62000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,put,2024-04-18 08:01:00,317452,BTC,0.0001,1.0,62000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,call,2024-04-18 08:01:00,317453,BTC,0.0001,1.0,63000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,put,2024-04-18 08:01:00,317454,BTC,0.0001,1.0,63000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,call,2024-04-18 08:01:00,317455,BTC,0.0001,1.0,64000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,put,2024-04-18 08:01:00,317456,BTC,0.0001,1.0,64000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,call,2024-04-18 08:01:00,317457,BTC,0.0001,1.0,65000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,put,2024-04-18 08:01:00,317458,BTC,0.0001,1.0,65000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,call,2024-04-18 08:01:00,317459,BTC,0.0001,1.0,66000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,put,2024-04-18 08:01:00,317460,BTC,0.0001,1.0,66000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,call,2024-04-18 13:12:00,317916,BTC,0.0001,1.0,67000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,put,2024-04-18 13:12:00,317917,BTC,0.0001,1.0,67000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,call,2024-04-18 08:01:00,317461,BTC,0.0001,1.0,68000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,put,2024-04-18 08:01:00,317462,BTC,0.0001,1.0,68000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,call,2024-04-18 23:06:00,317994,BTC,0.0001,1.0,69000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,put,2024-04-18 23:06:00,317995,BTC,0.0001,1.0,69000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,call,2024-04-18 08:01:00,317463,BTC,0.0001,1.0,70000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,put,2024-04-18 08:01:00,317464,BTC,0.0001,1.0,70000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,call,2024-04-22 07:47:00,319053,BTC,0.0001,1.0,71000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,put,2024-04-22 07:47:00,319054,BTC,0.0001,1.0,71000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,call,2024-04-18 08:01:00,317465,BTC,0.0001,1.0,72000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,put,2024-04-18 08:01:00,317466,BTC,0.0001,1.0,72000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,call,2024-04-18 08:01:00,317467,BTC,0.0001,1.0,74000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,put,2024-04-18 08:01:00,317468,BTC,0.0001,1.0,74000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,call,2024-04-18 08:01:00,317469,BTC,0.0001,1.0,76000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,put,2024-04-18 08:01:00,317470,BTC,0.0001,1.0,76000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,call,2024-04-18 08:01:00,317471,BTC,0.0001,1.0,78000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,put,2024-04-18 08:01:00,317472,BTC,0.0001,1.0,78000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,call,2024-04-18 08:01:00,317473,BTC,0.0001,1.0,80000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,put,2024-04-18 08:01:00,317474,BTC,0.0001,1.0,80000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,call,2024-04-18 08:01:00,317475,BTC,0.0001,1.0,82000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,put,2024-04-18 08:01:00,317476,BTC,0.0001,1.0,82000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,call,2024-04-18 08:01:00,317477,BTC,0.0001,1.0,84000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,put,2024-04-18 08:01:00,317478,BTC,0.0001,1.0,84000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,call,2024-04-18 08:01:00,317479,BTC,0.0001,1.0,86000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,put,2024-04-18 08:01:00,317480,BTC,0.0001,1.0,86000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,call,2024-04-18 10:57:00,317884,BTC,0.0001,1.0,88000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,put,2024-04-18 10:57:00,317885,BTC,0.0001,1.0,88000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,call,2024-04-18 14:12:00,317918,BTC,0.0001,1.0,90000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,put,2024-04-18 14:12:00,317919,BTC,0.0001,1.0,90000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,call,2024-04-19 08:08:00,318263,BTC,0.0001,1.0,92000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,put,2024-04-19 08:08:00,318264,BTC,0.0001,1.0,92000.0,True,2024-05-10 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,call,2024-04-28 00:18:13,321192,BTC,0.0001,1.0,44000.0,True,2024-05-17 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,put,2024-04-28 00:18:13,321193,BTC,0.0001,1.0,44000.0,True,2024-05-17 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,call,2024-04-25 10:25:00,320426,BTC,0.0001,1.0,50000.0,True,2024-05-17 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,put,2024-04-25 10:25:00,320427,BTC,0.0001,1.0,50000.0,True,2024-05-17 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,call,2024-04-25 08:00:15,320072,BTC,0.0001,1.0,52000.0,True,2024-05-17 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,put,2024-04-25 08:00:15,320073,BTC,0.0001,1.0,52000.0,True,2024-05-17 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,call,2024-04-25 08:00:15,320074,BTC,0.0001,1.0,54000.0,True,2024-05-17 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,put,2024-04-25 08:00:15,320075,BTC,0.0001,1.0,54000.0,True,2024-05-17 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,call,2024-04-25 08:00:15,320076,BTC,0.0001,1.0,56000.0,True,2024-05-17 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,put,2024-04-25 08:00:15,320077,BTC,0.0001,1.0,56000.0,True,2024-05-17 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,call,2024-04-25 08:00:15,320078,BTC,0.0001,1.0,58000.0,True,2024-05-17 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,put,2024-04-25 08:00:15,320079,BTC,0.0001,1.0,58000.0,True,2024-05-17 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,call,2024-04-25 08:00:15,320080,BTC,0.0001,1.0,59000.0,True,2024-05-17 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,put,2024-04-25 08:00:15,320081,BTC,0.0001,1.0,59000.0,True,2024-05-17 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,call,2024-04-25 08:00:15,320082,BTC,0.0001,1.0,60000.0,True,2024-05-17 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,put,2024-04-25 08:00:15,320083,BTC,0.0001,1.0,60000.0,True,2024-05-17 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,call,2024-04-25 08:00:15,320084,BTC,0.0001,1.0,61000.0,True,2024-05-17 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,put,2024-04-25 08:00:15,320085,BTC,0.0001,1.0,61000.0,True,2024-05-17 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,call,2024-04-25 08:00:15,320086,BTC,0.0001,1.0,62000.0,True,2024-05-17 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,put,2024-04-25 08:00:15,320087,BTC,0.0001,1.0,62000.0,True,2024-05-17 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,call,2024-04-25 08:00:15,320088,BTC,0.0001,1.0,63000.0,True,2024-05-17 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,put,2024-04-25 08:00:15,320089,BTC,0.0001,1.0,63000.0,True,2024-05-17 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,call,2024-04-25 08:00:15,320090,BTC,0.0001,1.0,64000.0,True,2024-05-17 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,put,2024-04-25 08:00:15,320091,BTC,0.0001,1.0,64000.0,True,2024-05-17 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,call,2024-04-25 08:00:15,320092,BTC,0.0001,1.0,65000.0,True,2024-05-17 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,put,2024-04-25 08:00:15,320093,BTC,0.0001,1.0,65000.0,True,2024-05-17 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,call,2024-04-25 08:00:15,320094,BTC,0.0001,1.0,66000.0,True,2024-05-17 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,put,2024-04-25 08:00:15,320095,BTC,0.0001,1.0,66000.0,True,2024-05-17 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,call,2024-04-25 08:00:15,320096,BTC,0.0001,1.0,67000.0,True,2024-05-17 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,put,2024-04-25 08:00:15,320097,BTC,0.0001,1.0,67000.0,True,2024-05-17 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,call,2024-04-25 08:00:15,320098,BTC,0.0001,1.0,68000.0,True,2024-05-17 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,put,2024-04-25 08:00:15,320099,BTC,0.0001,1.0,68000.0,True,2024-05-17 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,call,2024-04-25 08:00:15,320100,BTC,0.0001,1.0,69000.0,True,2024-05-17 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,put,2024-04-25 08:00:15,320101,BTC,0.0001,1.0,69000.0,True,2024-05-17 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,call,2024-04-25 08:00:15,320102,BTC,0.0001,1.0,70000.0,True,2024-05-17 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,put,2024-04-25 08:00:15,320103,BTC,0.0001,1.0,70000.0,True,2024-05-17 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,call,2024-04-25 08:00:15,320104,BTC,0.0001,1.0,72000.0,True,2024-05-17 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,put,2024-04-25 08:00:15,320105,BTC,0.0001,1.0,72000.0,True,2024-05-17 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
"[{'above_price': 0.005, 'tick_size': 0.0005}]",BTC,0.1,USD,week,BTC,0.0001,25,0.0003,call,2024-04-25 08:00:15,320106,BTC,0.0001,1.0,74000.0,True,2024-05-17 08:00:00,reversed,0.0003,0.0003,option,False,btc_usd
