,trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,amount,maturity,strike,combo_trade_id,combo_id,block_trade_id,liquidation,date,time_to_maturity,days_to_maturity,minutes_to_maturity,time_to_maturity_year
102,6095,302646300,2024-05-22 21:46:38.512,0,0.0725,0.07289794,55.55,BTC-28JUN24-70000-C,69392.76,sell,0.3,0.3,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 02:13:21.488000,36,51973.35,0.09888384703196347
335,6094,302639282,2024-05-22 21:09:23.829,2,0.07,0.07138937,54.51,BTC-28JUN24-70000-C,68936.87,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 02:50:36.171000,36,52010.6,0.09895471841704719
550,6093,302632742,2024-05-22 20:20:32.436,1,0.0755,0.07503937,55.87,BTC-28JUN24-70000-C,69821.57,buy,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 03:39:27.564000,36,52059.45,0.0990476598173516
685,6092,302629111,2024-05-22 19:55:25.189,0,0.0755,0.07503434,56.08,BTC-28JUN24-70000-C,69768.26,buy,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 04:04:34.811000,36,52084.566666666666,0.09909544647387113
1075,6091,302618265,2024-05-22 18:21:20.421,2,0.073,0.07323242,55.62,BTC-28JUN24-70000-C,69462.71,sell,1.0,1.0,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 05:38:39.579000,36,52178.65,0.09927444824961948
1146,6090,302614484,2024-05-22 17:59:15.540,3,0.076,0.07539504,56.15,BTC-28JUN24-70000-C,69822.85,buy,0.7,0.7,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 06:00:44.460000,36,52200.73333333333,0.09931646372399797
1150,6089,302614231,2024-05-22 17:56:55.046,3,0.076,0.0754596,56.12,BTC-28JUN24-70000-C,69825.51,buy,5.2,5.2,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 06:03:04.954000,36,52203.066666666666,0.09932090309487569
1176,6088,302612190,2024-05-22 17:41:18.001,2,0.076,0.07584477,55.88,BTC-28JUN24-70000-C,69845.13,buy,1.0,1.0,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 06:18:41.999000,36,52218.683333333334,0.09935061516996449
1406,6087,302604501,2024-05-22 16:15:43.630,0,0.0819,0.08154267,56.14,BTC-28JUN24-70000-C,70595.19,buy,13.0,13.0,2024-06-28 00:00:00,7000.0,,BTC-CS-28JUN24-65000_70000,141952.0,,2024-05-22,36 days 07:44:16.370000,36,52304.26666666667,0.09951344495180112
1563,6086,302601392,2024-05-22 15:54:39.880,0,0.081,0.08031,56.55,BTC-28JUN24-70000-C,70453.25,buy,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 08:05:20.120000,36,52325.333333333336,0.0995535261288686
1621,6085,302599982,2024-05-22 15:49:33.354,2,0.0809,0.08127966,55.56,BTC-28JUN24-70000-C,70541.63,buy,13.0,13.0,2024-06-28 00:00:00,7000.0,,BTC-CS-28JUN24-65000_70000,141925.0,,2024-05-22,36 days 08:10:26.646000,36,52330.433333333334,0.09956322932521564
1682,6084,302598684,2024-05-22 15:44:28.203,1,0.0815,0.08121143,56.0,BTC-28JUN24-70000-C,70525.15,sell,0.2,0.2,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 08:15:31.797000,36,52335.51666666667,0.09957290081177068
1683,6083,302598682,2024-05-22 15:44:27.965,1,0.0815,0.08121143,56.0,BTC-28JUN24-70000-C,70525.15,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 08:15:32.035000,36,52335.53333333333,0.09957293252156266
1684,6082,302598680,2024-05-22 15:44:27.850,1,0.0815,0.08121143,56.0,BTC-28JUN24-70000-C,70525.15,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 08:15:32.150000,36,52335.53333333333,0.09957293252156266
1685,6081,302598663,2024-05-22 15:44:27.090,1,0.0815,0.08120663,55.99,BTC-28JUN24-70000-C,70529.23,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 08:15:32.910000,36,52335.53333333333,0.09957293252156266
1686,6080,302598661,2024-05-22 15:44:27.038,1,0.0815,0.08120663,55.99,BTC-28JUN24-70000-C,70529.23,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 08:15:32.962000,36,52335.53333333333,0.09957293252156266
1687,6079,302598658,2024-05-22 15:44:23.975,1,0.0815,0.08123259,55.99,BTC-28JUN24-70000-C,70531.27,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 08:15:36.025000,36,52335.6,0.09957305936073059
1697,6078,302598569,2024-05-22 15:44:15.064,1,0.0815,0.08132139,55.88,BTC-28JUN24-70000-C,70539.49,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 08:15:44.936000,36,52335.73333333333,0.09957331303906646
1698,6077,302598561,2024-05-22 15:44:14.722,0,0.0815,0.08131716,55.88,BTC-28JUN24-70000-C,70539.49,sell,2.0,2.0,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 08:15:45.278000,36,52335.75,0.09957334474885844
1749,6076,302597206,2024-05-22 15:42:01.708,0,0.079,0.07902584,55.65,BTC-28JUN24-70000-C,70256.17,buy,1.0,1.0,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 08:17:58.292000,36,52337.96666666667,0.09957756215119229
1838,6075,302596505,2024-05-22 15:31:51.334,1,0.0785,0.07844864,55.79,BTC-28JUN24-70000-C,70168.74,buy,12.5,12.5,2024-06-28 00:00:00,7000.0,,BTC-CS-28JUN24-65000_70000,141904.0,,2024-05-22,36 days 08:28:08.666000,36,52348.13333333333,0.09959690512430239
1973,6074,302594252,2024-05-22 15:07:42.054,1,0.0785,0.07888564,55.56,BTC-28JUN24-70000-C,70192.46,buy,4.3,4.3,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 08:52:17.946000,36,52372.28333333333,0.09964285261288686
1974,6073,302594251,2024-05-22 15:07:42.052,0,0.0785,0.07888564,55.56,BTC-28JUN24-70000-C,70192.46,sell,0.7,0.7,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 08:52:17.948000,36,52372.28333333333,0.09964285261288686
2055,6072,302591719,2024-05-22 14:52:21.184,0,0.078,0.07765615,56.08,BTC-28JUN24-70000-C,70099.15,buy,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 09:07:38.816000,36,52387.63333333333,0.09967205733130391
2276,6071,302585349,2024-05-22 14:17:24.757,0,0.0745,0.073817,56.01,BTC-28JUN24-70000-C,69679.37,buy,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 09:42:35.243000,36,52422.583333333336,0.09973855276509387
2483,6070,302581745,2024-05-22 13:46:11.265,2,0.073,0.07361739,54.99,BTC-28JUN24-70000-C,69541.42,sell,0.5,0.5,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 10:13:48.735000,36,52453.8,0.09979794520547945
2550,6069,302580416,2024-05-22 13:36:58.295,2,0.075,0.0744539,56.05,BTC-28JUN24-70000-C,69638.07,buy,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 10:23:01.705000,36,52463.01666666667,0.09981548072044648
2946,6068,302568205,2024-05-22 11:59:35.224,2,0.0765,0.07639834,56.18,BTC-28JUN24-70000-C,69801.08,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 12:00:24.776000,36,52560.4,0.10000076103500762
3126,6067,302565395,2024-05-22 11:22:17.632,2,0.0785,0.07869189,56.13,BTC-28JUN24-70000-C,70097.73,sell,1.0,1.0,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 12:37:42.368000,36,52597.7,0.10007172754946728
3186,6066,302564781,2024-05-22 11:14:24.983,2,0.0795,0.07931515,56.45,BTC-28JUN24-70000-C,70195.09,buy,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 12:45:35.017000,36,52605.583333333336,0.1000867262810756
3282,6065,302564203,2024-05-22 11:03:15.661,0,0.08,0.07972517,56.79,BTC-28JUN24-70000-C,70222.68,buy,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 12:56:44.339000,36,52616.73333333333,0.10010794013191272
3831,6064,302555977,2024-05-22 08:30:00.282,0,0.0785,0.07806656,56.94,BTC-28JUN24-70000-C,69921.71,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 15:29:59.718000,36,52769.98333333333,0.10039951166920344
3878,6063,302555596,2024-05-22 08:24:15.890,1,0.078,0.07795798,56.69,BTC-28JUN24-70000-C,69902.75,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 15:35:44.110000,36,52775.73333333333,0.10041045154743784
3879,6062,302555592,2024-05-22 08:24:01.680,1,0.078,0.07794466,56.69,BTC-28JUN24-70000-C,69902.68,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 15:35:58.320000,36,52775.96666666667,0.10041089548452563
3886,6061,302555568,2024-05-22 08:22:29.030,0,0.078,0.07798691,56.68,BTC-28JUN24-70000-C,69906.6,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 15:37:30.970000,36,52777.5,0.10041381278538813
3889,6060,302555552,2024-05-22 08:22:13.753,3,0.0775,0.07786705,56.39,BTC-28JUN24-70000-C,69889.59,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 15:37:46.247000,36,52777.76666666667,0.10041432014205988
3891,6059,302555532,2024-05-22 08:21:58.236,2,0.0775,0.07791704,56.36,BTC-28JUN24-70000-C,69894.19,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 15:38:01.764000,36,52778.01666666667,0.10041479578893964
3900,6058,302555466,2024-05-22 08:19:56.275,3,0.078,0.07806084,56.68,BTC-28JUN24-70000-C,69909.71,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 15:40:03.725000,36,52780.05,0.10041866438356165
3909,6057,302555454,2024-05-22 08:19:25.533,3,0.078,0.07805638,56.69,BTC-28JUN24-70000-C,69907.23,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 15:40:34.467000,36,52780.566666666666,0.10041964738711313
3911,6056,302555452,2024-05-22 08:19:10.457,3,0.078,0.07805721,56.7,BTC-28JUN24-70000-C,69902.78,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 15:40:49.543000,36,52780.816666666666,0.10042012303399289
3913,6055,302555448,2024-05-22 08:18:55.882,3,0.078,0.07807146,56.67,BTC-28JUN24-70000-C,69910.86,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 15:41:04.118000,36,52781.066666666666,0.10042059868087265
3917,6054,302555381,2024-05-22 08:17:41.412,3,0.078,0.0782574,56.55,BTC-28JUN24-70000-C,69924.09,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 15:42:18.588000,36,52782.3,0.10042294520547945
3920,6053,302555301,2024-05-22 08:17:08.069,3,0.078,0.07828927,56.54,BTC-28JUN24-70000-C,69921.77,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 15:42:51.931000,36,52782.85,0.10042399162861491
3922,6052,302555279,2024-05-22 08:16:54.078,2,0.078,0.07833303,56.51,BTC-28JUN24-70000-C,69924.89,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 15:43:05.922000,36,52783.083333333336,0.1004244355657027
3925,6051,302555258,2024-05-22 08:16:19.236,0,0.079,0.07825669,57.37,BTC-28JUN24-70000-C,69908.84,buy,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 15:43:40.764000,36,52783.666666666664,0.10042554540842212
3960,6050,302554933,2024-05-22 08:12:44.819,3,0.078,0.07807179,56.79,BTC-28JUN24-70000-C,69877.32,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 15:47:15.181000,36,52787.25,0.10043236301369864
3988,6049,302554681,2024-05-22 08:10:13.483,2,0.078,0.07766279,57.18,BTC-28JUN24-70000-C,69826.15,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 15:49:46.517000,36,52789.76666666667,0.10043715119228819
3989,6048,302554675,2024-05-22 08:10:12.892,0,0.0785,0.07766362,57.58,BTC-28JUN24-70000-C,69826.15,buy,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 15:49:47.108000,36,52789.78333333333,0.10043718290208016
4067,6047,302554329,2024-05-22 08:07:00.996,2,0.0765,0.07658939,56.87,BTC-28JUN24-70000-C,69675.37,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 15:52:59.004000,36,52792.98333333333,0.10044327118214104
4576,6046,302546481,2024-05-22 06:24:40.911,2,0.0775,0.07767173,56.59,BTC-28JUN24-70000-C,69861.62,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 17:35:19.089000,36,52895.316666666666,0.10063796930492136
4608,6045,302546240,2024-05-22 06:19:49.706,0,0.0785,0.07849836,56.9,BTC-28JUN24-70000-C,69931.89,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 17:40:10.294000,36,52900.166666666664,0.10064719685438864
4788,6044,302544556,2024-05-22 05:41:45.934,0,0.078,0.07790897,57.26,BTC-28JUN24-70000-C,69794.09,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 18:18:14.066000,36,52938.23333333333,0.10071962201927954
5009,6043,302539349,2024-05-22 04:45:16.592,3,0.0745,0.07460155,57.37,BTC-28JUN24-70000-C,69265.95,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 19:14:43.408000,36,52994.71666666667,0.10082708650431253
5012,6042,302539322,2024-05-22 04:45:13.773,2,0.0745,0.07464304,57.2,BTC-28JUN24-70000-C,69293.26,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 19:14:46.227000,36,52994.76666666667,0.10082718163368849
5190,6041,302534997,2024-05-22 03:43:37.243,2,0.079,0.0789139,57.73,BTC-28JUN24-70000-C,69867.93,buy,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 20:16:22.757000,36,53056.36666666667,0.10094438102486047
5205,6040,302534649,2024-05-22 03:37:31.982,3,0.0795,0.07933971,57.8,BTC-28JUN24-70000-C,69917.68,buy,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 20:22:28.018000,36,53062.46666666667,0.10095598680872654
5227,6039,302534416,2024-05-22 03:31:32.290,2,0.0795,0.0794689,57.78,BTC-28JUN24-70000-C,69926.02,buy,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 20:28:27.710000,36,53068.45,0.1009673706240487
5242,6038,302534297,2024-05-22 03:26:15.956,0,0.08,0.07983898,57.96,BTC-28JUN24-70000-C,69964.7,buy,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 20:33:44.044000,36,53073.73333333333,0.10097742262810755
5260,6037,302534028,2024-05-22 03:21:06.729,3,0.0795,0.07946781,57.92,BTC-28JUN24-70000-C,69897.47,buy,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 20:38:53.271000,36,53078.88333333333,0.10098722095383054
5281,6036,302533610,2024-05-22 03:13:43.924,2,0.0795,0.07950573,58.05,BTC-28JUN24-70000-C,69889.41,buy,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 20:46:16.076000,36,53086.26666666667,0.10100126839167936
5356,6035,302532528,2024-05-22 02:58:33.728,3,0.0815,0.08174671,58.73,BTC-28JUN24-70000-C,70018.6,buy,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 21:01:26.272000,36,53101.433333333334,0.10103012430238457
5363,6034,302532365,2024-05-22 02:55:32.282,3,0.0815,0.08184709,58.7,BTC-28JUN24-70000-C,70027.14,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 21:04:27.718000,36,53104.45,0.10103586377473363
5367,6033,302532157,2024-05-22 02:53:35.469,2,0.0815,0.08182347,58.75,BTC-28JUN24-70000-C,70020.94,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 21:06:24.531000,36,53106.4,0.10103957382039574
5373,6032,302531710,2024-05-22 02:50:15.459,0,0.082,0.08208138,59.02,BTC-28JUN24-70000-C,70027.84,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 21:09:44.541000,36,53109.73333333333,0.10104591577879249
5380,6031,302531591,2024-05-22 02:49:12.746,2,0.0815,0.08144882,59.09,BTC-28JUN24-70000-C,69956.61,buy,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 21:10:47.254000,36,53110.78333333333,0.10104791349568747
5390,6030,302531123,2024-05-22 02:46:14.197,0,0.082,0.08199252,59.1,BTC-28JUN24-70000-C,70025.2,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 21:13:45.803000,36,53113.75,0.10105355783866057
5402,6029,302530864,2024-05-22 02:43:05.421,2,0.0815,0.0814477,59.08,BTC-28JUN24-70000-C,69961.2,buy,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 21:16:54.579000,36,53116.9,0.1010595509893455
5418,6028,302530489,2024-05-22 02:41:04.114,3,0.082,0.08212514,58.99,BTC-28JUN24-70000-C,70044.02,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 21:18:55.886000,36,53118.916666666664,0.10106338787417554
5425,6027,302530182,2024-05-22 02:37:44.476,3,0.082,0.0819882,59.1,BTC-28JUN24-70000-C,70043.6,buy,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 21:22:15.524000,36,53122.25,0.1010697298325723
5427,6026,302530175,2024-05-22 02:37:40.114,2,0.082,0.08204969,59.06,BTC-28JUN24-70000-C,70045.75,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 21:22:19.886000,36,53122.316666666666,0.10106985667174023
5443,6025,302529911,2024-05-22 02:35:23.888,2,0.0825,0.08251391,59.08,BTC-28JUN24-70000-C,70117.76,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 21:24:36.112000,36,53124.6,0.10107420091324201
5448,6024,302529682,2024-05-22 02:32:04.205,2,0.083,0.08295745,59.09,BTC-28JUN24-70000-C,70192.53,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 21:27:55.795000,36,53127.916666666664,0.10108051116184677
5474,6023,302529216,2024-05-22 02:24:50.195,0,0.0845,0.08353225,59.78,BTC-28JUN24-70000-C,70276.41,buy,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 21:35:09.805000,36,53135.15,0.10109427321156773
5500,6022,302528768,2024-05-22 02:18:46.684,0,0.084,0.08315706,59.63,BTC-28JUN24-70000-C,70215.71,buy,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 21:41:13.316000,36,53141.21666666667,0.10110581557584983
5505,6021,302528691,2024-05-22 02:15:45.085,0,0.0835,0.08286939,59.42,BTC-28JUN24-70000-C,70194.89,buy,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 21:44:14.915000,36,53144.23333333333,0.10111155504819888
5773,6020,302525349,2024-05-22 01:13:36.389,2,0.082,0.08189079,58.52,BTC-28JUN24-70000-C,70144.08,buy,1.0,1.0,2024-06-28 00:00:00,7000.0,,,,,2024-05-22,36 days 22:46:23.611000,36,53206.38333333333,0.10122980086250634
5948,6019,302519396,2024-05-21 23:43:24.515,2,0.0825,0.08236694,58.22,BTC-28JUN24-70000-C,70275.12,buy,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 00:16:35.485000,37,53296.583333333336,0.10140141425672249
5957,6018,302519201,2024-05-21 23:37:36.821,0,0.083,0.0828584,58.23,BTC-28JUN24-70000-C,70339.65,buy,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 00:22:23.179000,37,53302.38333333333,0.10141244926433282
6021,6017,302516265,2024-05-21 22:51:33.138,0,0.082,0.08148472,58.62,BTC-28JUN24-70000-C,70118.0,buy,0.5,0.5,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 01:08:26.862000,37,53348.433333333334,0.10150006341958397
6260,6016,302506264,2024-05-21 21:21:23.105,2,0.0775,0.07730224,58.3,BTC-28JUN24-70000-C,69541.74,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 02:38:36.895000,37,53438.6,0.10167161339421613
6289,6015,302504781,2024-05-21 21:09:30.143,2,0.079,0.07791297,58.94,BTC-28JUN24-70000-C,69646.4,buy,0.3,0.3,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 02:50:29.857000,37,53450.48333333333,0.10169422247590056
6836,6014,302478146,2024-05-21 18:17:03.105,3,0.0795,0.07952157,58.59,BTC-28JUN24-70000-C,69630.76,sell,0.3,0.3,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 05:42:56.895000,37,53622.933333333334,0.10202232369355657
6837,6013,302478144,2024-05-21 18:17:03.086,3,0.0795,0.07952157,58.59,BTC-28JUN24-70000-C,69630.76,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 05:42:56.914000,37,53622.933333333334,0.10202232369355657
6838,6012,302478142,2024-05-21 18:17:03.052,3,0.0795,0.07952157,58.59,BTC-28JUN24-70000-C,69630.76,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 05:42:56.948000,37,53622.933333333334,0.10202232369355657
6839,6011,302478140,2024-05-21 18:17:03.022,3,0.0795,0.07952157,58.59,BTC-28JUN24-70000-C,69630.76,sell,0.7,0.7,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 05:42:56.978000,37,53622.933333333334,0.10202232369355657
6840,6010,302478136,2024-05-21 18:17:02.990,3,0.0795,0.07952157,58.59,BTC-28JUN24-70000-C,69630.76,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 05:42:57.010000,37,53622.95,0.10202235540334854
6841,6009,302478134,2024-05-21 18:17:02.926,3,0.0795,0.07952157,58.59,BTC-28JUN24-70000-C,69630.76,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 05:42:57.074000,37,53622.95,0.10202235540334854
6842,6008,302478132,2024-05-21 18:17:02.850,3,0.0795,0.07952157,58.59,BTC-28JUN24-70000-C,69630.76,sell,1.3,1.3,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 05:42:57.150000,37,53622.95,0.10202235540334854
6843,6007,302478130,2024-05-21 18:17:02.813,3,0.0795,0.07952157,58.59,BTC-28JUN24-70000-C,69630.76,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 05:42:57.187000,37,53622.95,0.10202235540334854
6852,6006,302477979,2024-05-21 18:15:37.774,3,0.0795,0.07942557,58.57,BTC-28JUN24-70000-C,69646.75,sell,0.2,0.2,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 05:44:22.226000,37,53624.36666666667,0.10202505073566717
6853,6005,302477978,2024-05-21 18:15:37.338,3,0.0795,0.07942557,58.57,BTC-28JUN24-70000-C,69646.75,sell,0.2,0.2,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 05:44:22.662000,37,53624.36666666667,0.10202505073566717
6856,6004,302477940,2024-05-21 18:15:19.545,3,0.0795,0.07934456,58.59,BTC-28JUN24-70000-C,69642.15,sell,0.3,0.3,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 05:44:40.455000,37,53624.666666666664,0.10202562151192288
6857,6003,302477939,2024-05-21 18:15:18.534,3,0.0795,0.07933583,58.59,BTC-28JUN24-70000-C,69642.21,sell,0.7,0.7,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 05:44:41.466000,37,53624.683333333334,0.10202565322171486
6858,6002,302477938,2024-05-21 18:15:16.226,3,0.0795,0.07932643,58.59,BTC-28JUN24-70000-C,69641.67,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 05:44:43.774000,37,53624.71666666667,0.10202571664129884
6859,6001,302477936,2024-05-21 18:15:13.434,3,0.0795,0.07936249,58.54,BTC-28JUN24-70000-C,69644.56,sell,0.2,0.2,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 05:44:46.566000,37,53624.76666666667,0.1020258117706748
6860,6000,302477934,2024-05-21 18:15:13.414,3,0.0795,0.07936249,58.54,BTC-28JUN24-70000-C,69644.56,sell,0.2,0.2,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 05:44:46.586000,37,53624.76666666667,0.1020258117706748
6861,5999,302477932,2024-05-21 18:15:13.388,3,0.0795,0.07936249,58.54,BTC-28JUN24-70000-C,69644.56,sell,0.4,0.4,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 05:44:46.612000,37,53624.76666666667,0.1020258117706748
6862,5998,302477930,2024-05-21 18:15:13.356,3,0.0795,0.07936249,58.54,BTC-28JUN24-70000-C,69644.56,sell,0.7,0.7,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 05:44:46.644000,37,53624.76666666667,0.1020258117706748
6863,5997,302477928,2024-05-21 18:15:12.327,2,0.0795,0.07938008,58.52,BTC-28JUN24-70000-C,69650.78,sell,4.2,4.2,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 05:44:47.673000,37,53624.78333333333,0.10202584348046677
6886,5996,302477572,2024-05-21 18:12:42.262,3,0.08,0.07978297,58.49,BTC-28JUN24-70000-C,69736.79,sell,3.4,3.4,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 05:47:17.738000,37,53627.28333333333,0.10203059994926433
6887,5995,302477521,2024-05-21 18:12:39.725,3,0.08,0.07978112,58.47,BTC-28JUN24-70000-C,69737.25,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 05:47:20.275000,37,53627.333333333336,0.1020306950786403
6890,5994,302477511,2024-05-21 18:12:37.920,3,0.08,0.07976046,58.47,BTC-28JUN24-70000-C,69739.09,sell,0.2,0.2,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 05:47:22.080000,37,53627.36666666667,0.10203075849822425
6892,5993,302477466,2024-05-21 18:12:22.510,3,0.08,0.07965403,58.43,BTC-28JUN24-70000-C,69746.02,sell,1.3,1.3,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 05:47:37.490000,37,53627.61666666667,0.10203123414510401
6893,5992,302477454,2024-05-21 18:12:05.338,3,0.08,0.07970731,58.41,BTC-28JUN24-70000-C,69751.17,sell,9.1,9.1,2024-06-28 00:00:00,7000.0,,,,,2024-05-21,37 days 05:47:54.662000,37,53627.9,0.10203177321156774
