,trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,amount,maturity,strike,combo_trade_id,combo_id,block_trade_id,liquidation,date,time_to_maturity,days_to_maturity,minutes_to_maturity,time_to_maturity_year
146876,3481,299451136,2024-04-29 11:05:16.941,3,0.0525,0.0529473,57.07,BTC-28JUN24-70000-C,62392.64,sell,2.4,2.4,2024-06-28 00:00:00,7000.0,,,,,2024-04-29,59 days 12:54:43.059000,59,85734.71666666666,0.16311780187721966
146877,3480,299451135,2024-04-29 11:05:16.941,2,0.0525,0.0529473,57.07,BTC-28JUN24-70000-C,62392.64,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-04-29,59 days 12:54:43.059000,59,85734.71666666666,0.16311780187721966
147101,3479,299448461,2024-04-29 09:53:01.133,0,0.0545,0.05421929,57.54,BTC-28JUN24-70000-C,62625.66,buy,0.3,0.3,2024-06-28 00:00:00,7000.0,,,,,2024-04-29,59 days 14:06:58.867000,59,85806.96666666666,0.1632552638254693
147251,3478,299447322,2024-04-29 09:33:18.253,1,0.0525,0.05251947,57.39,BTC-28JUN24-70000-C,62292.69,buy,1.0,1.0,2024-06-28 00:00:00,7000.0,,,,,2024-04-29,59 days 14:26:41.747000,59,85826.68333333333,0.1632927765093861
147577,3477,299443064,2024-04-29 08:19:06.908,0,0.0525,0.05230871,57.62,BTC-28JUN24-70000-C,62286.79,buy,0.6,0.6,2024-06-28 00:00:00,7000.0,,,,,2024-04-29,59 days 15:40:53.092000,59,85900.88333333333,0.16343394850329782
147682,3476,299442451,2024-04-29 08:09:20.326,1,0.0515,0.05239805,56.83,BTC-28JUN24-70000-C,62335.42,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-04-29,59 days 15:50:39.674000,59,85910.65,0.1634525304414003
148167,3475,299435194,2024-04-29 07:01:44.747,1,0.0515,0.05192768,57.33,BTC-28JUN24-70000-C,62189.85,buy,0.5,0.5,2024-06-28 00:00:00,7000.0,,,,,2024-04-29,59 days 16:58:15.253000,59,85978.25,0.16358114535768645
148169,3474,299435185,2024-04-29 07:01:38.377,0,0.0515,0.05181957,57.41,BTC-28JUN24-70000-C,62167.8,buy,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-04-29,59 days 16:58:21.623000,59,85978.35,0.16358133561643837
148244,3473,299434412,2024-04-29 06:52:43.754,2,0.0505,0.05097585,57.41,BTC-28JUN24-70000-C,61977.35,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-04-29,59 days 17:07:16.246000,59,85987.26666666666,0.16359830035514966
148584,3472,299428769,2024-04-29 05:45:34.946,0,0.055,0.05437525,58.85,BTC-28JUN24-70000-C,62391.05,buy,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-04-29,59 days 18:14:25.054000,59,86054.41666666667,0.16372605910705226
148912,3471,299423152,2024-04-29 04:21:30.841,3,0.0535,0.05408352,57.7,BTC-28JUN24-70000-C,62446.81,buy,18.3,18.3,2024-06-28 00:00:00,7000.0,,,,,2024-04-29,59 days 19:38:29.159000,59,86138.48333333334,0.16388600329781838
148914,3470,299423150,2024-04-29 04:21:18.979,3,0.0535,0.05410346,57.72,BTC-28JUN24-70000-C,62442.57,buy,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-04-29,59 days 19:38:41.021000,59,86138.68333333333,0.16388638381532217
148915,3469,299423149,2024-04-29 04:21:14.857,3,0.0535,0.05411529,57.7,BTC-28JUN24-70000-C,62447.64,buy,1.0,1.0,2024-06-28 00:00:00,7000.0,,,,,2024-04-29,59 days 19:38:45.143000,59,86138.75,0.16388651065449011
148916,3468,299423148,2024-04-29 04:21:13.622,2,0.0535,0.05411952,57.7,BTC-28JUN24-70000-C,62447.42,buy,0.6,0.6,2024-06-28 00:00:00,7000.0,,,,,2024-04-29,59 days 19:38:46.378000,59,86138.76666666666,0.16388654236428207
148921,3467,299423051,2024-04-29 04:19:23.869,0,0.054,0.05415615,58.04,BTC-28JUN24-70000-C,62443.04,sell,0.9,0.9,2024-06-28 00:00:00,7000.0,,,,,2024-04-29,59 days 19:40:36.131000,59,86140.6,0.16389003044140033
148922,3466,299423050,2024-04-29 04:19:14.093,3,0.0535,0.05419787,57.7,BTC-28JUN24-70000-C,62444.18,sell,5.0,5.0,2024-06-28 00:00:00,7000.0,,,,,2024-04-29,59 days 19:40:45.907000,59,86140.75,0.16389031582952815
148924,3464,299423023,2024-04-29 04:19:08.159,2,0.0535,0.05418774,57.7,BTC-28JUN24-70000-C,62448.38,sell,4.7,4.7,2024-06-28 00:00:00,7000.0,,,,,2024-04-29,59 days 19:40:51.841000,59,86140.85,0.16389050608828007
148925,3465,299423024,2024-04-29 04:19:08.159,3,0.0535,0.05418774,57.7,BTC-28JUN24-70000-C,62448.38,sell,0.3,0.3,2024-06-28 00:00:00,7000.0,,,,,2024-04-29,59 days 19:40:51.841000,59,86140.85,0.16389050608828007
149094,3463,299418589,2024-04-29 03:52:38.841,2,0.055,0.05513321,58.05,BTC-28JUN24-70000-C,62608.48,sell,1.7,1.7,2024-06-28 00:00:00,7000.0,,,,,2024-04-29,59 days 20:07:21.159000,59,86167.35,0.16394092465753426
149112,3462,299418412,2024-04-29 03:46:17.597,0,0.0555,0.05522856,58.3,BTC-28JUN24-70000-C,62641.44,buy,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-04-29,59 days 20:13:42.403000,59,86173.7,0.16395300608828006
149153,3461,299417789,2024-04-29 03:35:13.506,2,0.0545,0.0545963,58.14,BTC-28JUN24-70000-C,62492.7,buy,2.5,2.5,2024-06-28 00:00:00,7000.0,,,,,2024-04-29,59 days 20:24:46.494000,59,86184.76666666666,0.16397406139015727
149193,3460,299416705,2024-04-29 03:25:09.601,0,0.0565,0.05596617,58.65,BTC-28JUN24-70000-C,62708.6,buy,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-04-29,59 days 20:34:50.399000,59,86194.83333333333,0.16399321410451548
149333,3459,299413520,2024-04-29 02:50:50.620,2,0.056,0.05601462,58.25,BTC-28JUN24-70000-C,62721.76,sell,0.7,0.7,2024-06-28 00:00:00,7000.0,,,,,2024-04-29,59 days 21:09:09.380000,59,86229.15,0.16405850456621004
149744,3458,299406493,2024-04-29 00:39:07.600,1,0.0595,0.05947138,58.77,BTC-28JUN24-70000-C,63181.91,sell,0.6,0.6,2024-06-28 00:00:00,7000.0,,,,,2024-04-29,59 days 23:20:52.400000,59,86360.86666666667,0.16430910705225774
149752,3457,299406285,2024-04-29 00:33:03.724,1,0.0595,0.05948253,58.74,BTC-28JUN24-70000-C,63182.23,sell,0.6,0.6,2024-06-28 00:00:00,7000.0,,,,,2024-04-29,59 days 23:26:56.276000,59,86366.93333333333,0.16432064941653982
149767,3456,299405721,2024-04-29 00:16:14.432,0,0.0595,0.05943574,58.65,BTC-28JUN24-70000-C,63212.21,sell,0.6,0.6,2024-06-28 00:00:00,7000.0,,,,,2024-04-29,59 days 23:43:45.568000,59,86383.75,0.16435264459665144
149793,3455,299405112,2024-04-29 00:02:48.039,2,0.0585,0.05838617,58.54,BTC-28JUN24-70000-C,63070.59,sell,0.7,0.7,2024-06-28 00:00:00,7000.0,,,,,2024-04-29,59 days 23:57:11.961000,59,86397.18333333333,0.16437820268899037
150139,3454,299399124,2024-04-28 22:55:22.288,2,0.059,0.05921953,58.46,BTC-28JUN24-70000-C,63123.26,buy,9.0,9.0,2024-06-28 00:00:00,7000.0,,,,,2024-04-28,60 days 01:04:37.712000,60,86464.61666666667,0.16450650050735668
150213,3453,299397487,2024-04-28 22:36:47.504,2,0.06,0.06046096,58.93,BTC-28JUN24-70000-C,63180.39,buy,4.6,4.6,2024-06-28 00:00:00,7000.0,,,,,2024-04-28,60 days 01:23:12.496000,60,86483.2,0.16454185692541856
150276,3452,299394499,2024-04-28 22:31:27.852,2,0.061,0.06142143,59.14,BTC-28JUN24-70000-C,63302.38,sell,1.0,1.0,2024-06-28 00:00:00,7000.0,,,,,2024-04-28,60 days 01:28:32.148000,60,86488.53333333334,0.1645520040588534
150482,3451,299389266,2024-04-28 20:00:18.534,2,0.0635,0.06366872,59.23,BTC-28JUN24-70000-C,63687.19,sell,3.0,3.0,2024-06-28 00:00:00,7000.0,,,,,2024-04-28,60 days 03:59:41.466000,60,86639.68333333333,0.16483958016235414
150634,3450,299385892,2024-04-28 18:22:39.867,3,0.064,0.06378289,59.37,BTC-28JUN24-70000-C,63712.61,sell,3.0,3.0,2024-06-28 00:00:00,7000.0,,,,,2024-04-28,60 days 05:37:20.133000,60,86737.33333333333,0.165025367833587
150635,3449,299385891,2024-04-28 18:22:19.420,2,0.064,0.06375501,59.38,BTC-28JUN24-70000-C,63713.12,sell,3.0,3.0,2024-06-28 00:00:00,7000.0,,,,,2024-04-28,60 days 05:37:40.580000,60,86737.66666666667,0.1650260020294267
150714,3448,299383989,2024-04-28 17:13:23.750,0,0.0645,0.06357869,59.73,BTC-28JUN24-70000-C,63697.9,buy,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-04-28,60 days 06:46:36.250000,60,86806.6,0.16515715372907155
150852,3447,299382194,2024-04-28 16:21:32.760,2,0.062,0.06257645,58.74,BTC-28JUN24-70000-C,63533.71,sell,1.0,1.0,2024-06-28 00:00:00,7000.0,,,,,2024-04-28,60 days 07:38:27.240000,60,86858.45,0.16525580289193303
151002,3446,299379882,2024-04-28 15:13:36.168,2,0.0625,0.06355826,58.97,BTC-28JUN24-70000-C,63542.46,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-04-28,60 days 08:46:23.832000,60,86926.38333333333,0.16538505200405884
151211,3445,299376215,2024-04-28 13:51:36.684,1,0.065,0.06603121,59.73,BTC-28JUN24-70000-C,63749.8,sell,0.5,0.5,2024-06-28 00:00:00,7000.0,,,,,2024-04-28,60 days 10:08:23.316000,60,87008.38333333333,0.16554106418061898
151212,3444,299376214,2024-04-28 13:51:36.684,1,0.065,0.06603121,59.73,BTC-28JUN24-70000-C,63749.8,sell,4.5,4.5,2024-06-28 00:00:00,7000.0,,,,,2024-04-28,60 days 10:08:23.316000,60,87008.38333333333,0.16554106418061898
151374,3443,299372442,2024-04-28 12:27:34.646,1,0.065,0.0646025,60.59,BTC-28JUN24-70000-C,63501.19,sell,1.0,1.0,2024-06-28 00:00:00,7000.0,,,,,2024-04-28,60 days 11:32:25.354000,60,87092.41666666667,0.16570094495180113
151375,3442,299372438,2024-04-28 12:27:22.278,1,0.065,0.06459551,60.59,BTC-28JUN24-70000-C,63500.44,sell,1.2,1.2,2024-06-28 00:00:00,7000.0,,,,,2024-04-28,60 days 11:32:37.722000,60,87092.61666666667,0.16570132546930494
151411,3441,299372095,2024-04-28 12:17:57.205,0,0.065,0.06433419,60.54,BTC-28JUN24-70000-C,63501.94,buy,1.0,1.0,2024-06-28 00:00:00,7000.0,,,,,2024-04-28,60 days 11:42:02.795000,60,87102.03333333334,0.16571924150177575
151413,3440,299372031,2024-04-28 12:17:46.321,3,0.0635,0.06443991,59.55,BTC-28JUN24-70000-C,63511.79,sell,1.2,1.2,2024-06-28 00:00:00,7000.0,,,,,2024-04-28,60 days 11:42:13.679000,60,87102.21666666666,0.16571959030948755
151419,3439,299371972,2024-04-28 12:17:32.100,2,0.0635,0.06454609,59.49,BTC-28JUN24-70000-C,63522.63,sell,0.5,0.5,2024-06-28 00:00:00,7000.0,,,,,2024-04-28,60 days 11:42:27.900000,60,87102.45,0.16572003424657533
151421,3438,299371969,2024-04-28 12:17:31.837,2,0.064,0.06454609,59.8,BTC-28JUN24-70000-C,63523.81,sell,1.2,1.2,2024-06-28 00:00:00,7000.0,,,,,2024-04-28,60 days 11:42:28.163000,60,87102.46666666666,0.16572006595636732
151521,3437,299369865,2024-04-28 11:31:04.662,3,0.065,0.06496924,60.75,BTC-28JUN24-70000-C,63412.2,sell,1.2,1.2,2024-06-28 00:00:00,7000.0,,,,,2024-04-28,60 days 12:28:55.338000,60,87148.91666666667,0.1658084411466261
151534,3436,299369621,2024-04-28 11:27:30.575,2,0.065,0.06494329,60.69,BTC-28JUN24-70000-C,63426.54,sell,1.2,1.2,2024-06-28 00:00:00,7000.0,,,,,2024-04-28,60 days 12:32:29.425000,60,87152.48333333334,0.1658152270421106
151689,3435,299367324,2024-04-28 10:36:41.632,0,0.0655,0.06570842,60.44,BTC-28JUN24-70000-C,63572.85,sell,1.2,1.2,2024-06-28 00:00:00,7000.0,,,,,2024-04-28,60 days 13:23:18.368000,60,87203.3,0.1659119101978691
151694,3432,299367191,2024-04-28 10:32:33.943,3,0.065,0.06562266,60.16,BTC-28JUN24-70000-C,63569.01,sell,0.5,0.5,2024-06-28 00:00:00,7000.0,,,,,2024-04-28,60 days 13:27:26.057000,60,87207.43333333333,0.16591977422628107
151695,3434,299367193,2024-04-28 10:32:33.943,3,0.065,0.06562266,60.16,BTC-28JUN24-70000-C,63569.01,sell,4.7,4.7,2024-06-28 00:00:00,7000.0,,,,,2024-04-28,60 days 13:27:26.057000,60,87207.43333333333,0.16591977422628107
151696,3433,299367192,2024-04-28 10:32:33.943,3,0.065,0.06562266,60.16,BTC-28JUN24-70000-C,63569.01,sell,4.5,4.5,2024-06-28 00:00:00,7000.0,,,,,2024-04-28,60 days 13:27:26.057000,60,87207.43333333333,0.16591977422628107
151727,3431,299366755,2024-04-28 10:21:19.157,2,0.065,0.06485544,60.57,BTC-28JUN24-70000-C,63446.43,sell,1.2,1.2,2024-06-28 00:00:00,7000.0,,,,,2024-04-28,60 days 13:38:40.843000,60,87218.66666666667,0.16594114662607815
151796,3430,299365350,2024-04-28 10:16:28.930,2,0.0655,0.0651758,60.6,BTC-28JUN24-70000-C,63530.05,sell,1.2,1.2,2024-06-28 00:00:00,7000.0,,,,,2024-04-28,60 days 13:43:31.070000,60,87223.51666666666,0.1659503741755454
151838,3429,299364654,2024-04-28 10:11:40.127,1,0.066,0.06560224,60.54,BTC-28JUN24-70000-C,63619.63,sell,1.2,1.2,2024-06-28 00:00:00,7000.0,,,,,2024-04-28,60 days 13:48:19.873000,60,87228.31666666667,0.16595950659563674
151842,3428,299364442,2024-04-28 10:11:27.304,1,0.066,0.06593746,60.33,BTC-28JUN24-70000-C,63680.47,sell,1.2,1.2,2024-06-28 00:00:00,7000.0,,,,,2024-04-28,60 days 13:48:32.696000,60,87228.53333333334,0.16595991882293254
151912,3427,299363871,2024-04-28 10:01:08.194,1,0.066,0.06584537,60.12,BTC-28JUN24-70000-C,63728.28,buy,1.0,1.0,2024-06-28 00:00:00,7000.0,,,,,2024-04-28,60 days 13:58:51.806000,60,87238.85,0.1659795471841705
151918,3426,299363795,2024-04-28 09:58:19.158,1,0.066,0.06555002,60.19,BTC-28JUN24-70000-C,63708.61,buy,4.5,4.5,2024-06-28 00:00:00,7000.0,,,,,2024-04-28,60 days 14:01:40.842000,60,87241.66666666667,0.16598490613901573
151919,3425,299363794,2024-04-28 09:58:19.146,0,0.066,0.06555002,60.19,BTC-28JUN24-70000-C,63708.61,sell,1.2,1.2,2024-06-28 00:00:00,7000.0,,,,,2024-04-28,60 days 14:01:40.854000,60,87241.66666666667,0.16598490613901573
151947,3424,299363630,2024-04-28 09:54:38.178,1,0.0655,0.06439425,59.96,BTC-28JUN24-70000-C,63713.43,sell,15.3,15.3,2024-06-28 00:00:00,7000.0,,,,,2024-04-28,60 days 14:05:21.822000,60,87245.35,0.16599191400304414
151951,3420,299363623,2024-04-28 09:54:38.157,1,0.0655,0.06439425,59.96,BTC-28JUN24-70000-C,63713.43,buy,0.5,0.5,2024-06-28 00:00:00,7000.0,,,,,2024-04-28,60 days 14:05:21.843000,60,87245.35,0.16599191400304414
151952,3423,299363626,2024-04-28 09:54:38.157,1,0.0655,0.06439425,59.96,BTC-28JUN24-70000-C,63713.43,buy,4.5,4.5,2024-06-28 00:00:00,7000.0,,,,,2024-04-28,60 days 14:05:21.843000,60,87245.35,0.16599191400304414
151953,3422,299363625,2024-04-28 09:54:38.157,1,0.0655,0.06439425,59.96,BTC-28JUN24-70000-C,63713.43,buy,8.0,8.0,2024-06-28 00:00:00,7000.0,,,,,2024-04-28,60 days 14:05:21.843000,60,87245.35,0.16599191400304414
151954,3421,299363624,2024-04-28 09:54:38.157,1,0.0655,0.06439425,59.96,BTC-28JUN24-70000-C,63713.43,buy,8.0,8.0,2024-06-28 00:00:00,7000.0,,,,,2024-04-28,60 days 14:05:21.843000,60,87245.35,0.16599191400304414
151955,3419,299363622,2024-04-28 09:54:38.157,0,0.0655,0.06439425,59.96,BTC-28JUN24-70000-C,63713.43,buy,13.7,13.7,2024-06-28 00:00:00,7000.0,,,,,2024-04-28,60 days 14:05:21.843000,60,87245.35,0.16599191400304414
151974,3418,299363548,2024-04-28 09:50:55.836,0,0.0645,0.06410635,59.47,BTC-28JUN24-70000-C,63684.27,sell,0.5,0.5,2024-06-28 00:00:00,7000.0,,,,,2024-04-28,60 days 14:09:04.164000,60,87249.06666666667,0.16599898528665652
152184,3417,299362054,2024-04-28 09:13:47.637,1,0.063,0.06185417,58.43,BTC-28JUN24-70000-C,63745.32,sell,7.0,7.0,2024-06-28 00:00:00,7000.0,,,,,2024-04-28,60 days 14:46:12.363000,60,87286.2,0.16606963470319633
152187,3416,299362051,2024-04-28 09:13:47.619,1,0.063,0.06185417,58.43,BTC-28JUN24-70000-C,63745.32,sell,1.4,1.4,2024-06-28 00:00:00,7000.0,,,,,2024-04-28,60 days 14:46:12.381000,60,87286.2,0.16606963470319633
152191,3415,299362047,2024-04-28 09:13:47.583,0,0.063,0.06185417,58.43,BTC-28JUN24-70000-C,63745.32,buy,5.5,5.5,2024-06-28 00:00:00,7000.0,,,,,2024-04-28,60 days 14:46:12.417000,60,87286.2,0.16606963470319633
152225,3414,299361880,2024-04-28 09:10:30.952,1,0.062,0.06156917,57.8,BTC-28JUN24-70000-C,63745.99,buy,7.0,7.0,2024-06-28 00:00:00,7000.0,,,,,2024-04-28,60 days 14:49:29.048000,60,87289.48333333334,0.16607588153221717
152226,3413,299361879,2024-04-28 09:10:30.952,0,0.062,0.06156917,57.8,BTC-28JUN24-70000-C,63745.99,buy,4.5,4.5,2024-06-28 00:00:00,7000.0,,,,,2024-04-28,60 days 14:49:29.048000,60,87289.48333333334,0.16607588153221717
152269,3412,299361336,2024-04-28 08:54:41.381,2,0.0615,0.06125499,57.55,BTC-28JUN24-70000-C,63721.26,sell,1.0,1.0,2024-06-28 00:00:00,7000.0,,,,,2024-04-28,60 days 15:05:18.619000,60,87305.3,0.16610597412480974
153214,3411,299348270,2024-04-28 03:37:58.574,2,0.063,0.06283393,57.09,BTC-28JUN24-70000-C,64141.17,sell,1.2,1.2,2024-06-28 00:00:00,7000.0,,,,,2024-04-28,60 days 20:22:01.426000,60,87622.01666666666,0.16670855530187723
153297,3410,299345990,2024-04-28 03:15:20.887,1,0.0635,0.06331558,56.98,BTC-28JUN24-70000-C,64276.52,sell,1.2,1.2,2024-06-28 00:00:00,7000.0,,,,,2024-04-28,60 days 20:44:39.113000,60,87644.65,0.16675161719939116
153298,3409,299345989,2024-04-28 03:15:20.887,1,0.0635,0.06331558,56.98,BTC-28JUN24-70000-C,64276.52,sell,2.0,2.0,2024-06-28 00:00:00,7000.0,,,,,2024-04-28,60 days 20:44:39.113000,60,87644.65,0.16675161719939116
153302,3408,299345967,2024-04-28 03:15:17.567,0,0.0635,0.06353504,56.85,BTC-28JUN24-70000-C,64314.78,sell,0.5,0.5,2024-06-28 00:00:00,7000.0,,,,,2024-04-28,60 days 20:44:42.433000,60,87644.7,0.16675171232876712
153418,3407,299343215,2024-04-28 02:59:11.484,1,0.0615,0.06117236,56.96,BTC-28JUN24-70000-C,63941.89,sell,1.2,1.2,2024-06-28 00:00:00,7000.0,,,,,2024-04-28,60 days 21:00:48.516000,60,87660.8,0.16678234398782343
153422,3406,299343193,2024-04-28 02:58:26.839,0,0.0615,0.06113411,56.97,BTC-28JUN24-70000-C,63941.47,sell,1.2,1.2,2024-06-28 00:00:00,7000.0,,,,,2024-04-28,60 days 21:01:33.161000,60,87661.55,0.16678377092846272
153629,3405,299340327,2024-04-28 02:29:08.175,0,0.06,0.05977672,57.4,BTC-28JUN24-70000-C,63559.43,sell,1.2,1.2,2024-06-28 00:00:00,7000.0,,,,,2024-04-28,60 days 21:30:51.825000,60,87690.85,0.16683951674277017
153842,3404,299337034,2024-04-28 00:26:43.264,0,0.0595,0.05939652,57.06,BTC-28JUN24-70000-C,63582.71,buy,1.0,1.0,2024-06-28 00:00:00,7000.0,,,,,2024-04-28,60 days 23:33:16.736000,60,87813.26666666666,0.1670724251648909
154250,3403,299329083,2024-04-27 20:17:14.109,0,0.0585,0.05830637,57.56,BTC-28JUN24-70000-C,63203.49,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-04-27,61 days 03:42:45.891000,61,88062.75,0.1675470890410959
154525,3402,299322427,2024-04-27 18:30:44.296,0,0.058,0.0575515,57.7,BTC-28JUN24-70000-C,63065.02,sell,1.2,1.2,2024-06-28 00:00:00,7000.0,,,,,2024-04-27,61 days 05:29:15.704000,61,88169.25,0.16774971461187216
154602,3401,299321342,2024-04-27 18:18:13.539,3,0.057,0.05653188,57.53,BTC-28JUN24-70000-C,62928.82,sell,0.6,0.6,2024-06-28 00:00:00,7000.0,,,,,2024-04-27,61 days 05:41:46.461000,61,88181.76666666666,0.16777352866565196
154603,3400,299321341,2024-04-27 18:18:13.374,2,0.057,0.0564676,57.55,BTC-28JUN24-70000-C,62927.41,sell,0.6,0.6,2024-06-28 00:00:00,7000.0,,,,,2024-04-27,61 days 05:41:46.626000,61,88181.76666666666,0.16777352866565196
154851,3399,299317080,2024-04-27 17:50:40.500,0,0.0585,0.05889987,56.77,BTC-28JUN24-70000-C,63425.87,buy,1.0,1.0,2024-06-28 00:00:00,7000.0,,,,,2024-04-27,61 days 06:09:19.500000,61,88209.31666666667,0.16782594495180111
154873,3398,299316567,2024-04-27 17:49:30.501,1,0.058,0.05822943,56.9,BTC-28JUN24-70000-C,63301.94,buy,0.8,0.8,2024-06-28 00:00:00,7000.0,,,,,2024-04-27,61 days 06:10:29.499000,61,88210.48333333334,0.16782816463723998
154886,3396,299316388,2024-04-27 17:48:11.741,0,0.058,0.05813995,56.99,BTC-28JUN24-70000-C,63262.8,buy,1.0,1.0,2024-06-28 00:00:00,7000.0,,,,,2024-04-27,61 days 06:11:48.259000,61,88211.8,0.1678306697108067
154887,3397,299316389,2024-04-27 17:48:11.741,1,0.058,0.05813995,56.99,BTC-28JUN24-70000-C,63262.8,buy,0.2,0.2,2024-06-28 00:00:00,7000.0,,,,,2024-04-27,61 days 06:11:48.259000,61,88211.8,0.1678306697108067
155126,3395,299311208,2024-04-27 16:28:14.351,2,0.0565,0.05662602,57.21,BTC-28JUN24-70000-C,62911.9,sell,1.2,1.2,2024-06-28 00:00:00,7000.0,,,,,2024-04-27,61 days 07:31:45.649000,61,88291.75,0.16798278158295282
155462,3394,299306403,2024-04-27 14:47:08.909,1,0.0575,0.05723405,57.18,BTC-28JUN24-70000-C,63106.31,sell,0.5,0.5,2024-06-28 00:00:00,7000.0,,,,,2024-04-27,61 days 09:12:51.091000,61,88392.85,0.16817513318112634
155506,3393,299305815,2024-04-27 14:37:48.010,0,0.0575,0.05750412,56.98,BTC-28JUN24-70000-C,63167.87,sell,0.6,0.6,2024-06-28 00:00:00,7000.0,,,,,2024-04-27,61 days 09:22:11.990000,61,88402.18333333333,0.16819289066463725
156824,3392,299293111,2024-04-27 09:01:25.160,2,0.057,0.05738107,57.13,BTC-28JUN24-70000-C,62984.19,sell,1.0,1.0,2024-06-28 00:00:00,7000.0,,,,,2024-04-27,61 days 14:58:34.840000,61,88738.56666666667,0.16883288939624555
157875,3391,299285794,2024-04-27 06:25:32.419,2,0.058,0.05750587,57.86,BTC-28JUN24-70000-C,62919.46,sell,1.0,1.0,2024-06-28 00:00:00,7000.0,,,,,2024-04-27,61 days 17:34:27.581000,61,88894.45,0.1691294710806697
158192,3390,299280309,2024-04-27 04:33:26.609,0,0.059,0.0573385,58.16,BTC-28JUN24-70000-C,63037.14,buy,3.6,3.6,2024-06-28 00:00:00,7000.0,,,,,2024-04-27,61 days 19:26:33.391000,61,89006.55,0.1693427511415525
158193,3389,299280308,2024-04-27 04:33:26.609,1,0.0585,0.0573385,57.85,BTC-28JUN24-70000-C,63037.14,buy,0.5,0.5,2024-06-28 00:00:00,7000.0,,,,,2024-04-27,61 days 19:26:33.391000,61,89006.55,0.1693427511415525
158194,3388,299280307,2024-04-27 04:33:26.609,0,0.0585,0.0573385,57.85,BTC-28JUN24-70000-C,63037.14,buy,4.5,4.5,2024-06-28 00:00:00,7000.0,,,,,2024-04-27,61 days 19:26:33.391000,61,89006.55,0.1693427511415525
158195,3387,299280306,2024-04-27 04:33:26.609,1,0.058,0.0573385,57.53,BTC-28JUN24-70000-C,63037.14,buy,1.4,1.4,2024-06-28 00:00:00,7000.0,,,,,2024-04-27,61 days 19:26:33.391000,61,89006.55,0.1693427511415525
158530,3386,299274664,2024-04-27 02:45:57.920,0,0.058,0.05743384,57.6,BTC-28JUN24-70000-C,63009.47,sell,0.1,0.1,2024-06-28 00:00:00,7000.0,,,,,2024-04-27,61 days 21:14:02.080000,61,89114.03333333334,0.16954724759005582
159090,3385,299264076,2024-04-27 01:23:03.122,3,0.0555,0.05503962,57.47,BTC-28JUN24-70000-C,62613.97,sell,0.2,0.2,2024-06-28 00:00:00,7000.0,,,,,2024-04-27,61 days 22:36:56.878000,61,89196.93333333333,0.16970497209538304
159091,3384,299264073,2024-04-27 01:23:02.861,2,0.0555,0.05503962,57.47,BTC-28JUN24-70000-C,62613.97,sell,0.8,0.8,2024-06-28 00:00:00,7000.0,,,,,2024-04-27,61 days 22:36:57.139000,61,89196.95,0.16970500380517503
159114,3383,299263813,2024-04-27 01:21:20.301,0,0.056,0.05546142,57.52,BTC-28JUN24-70000-C,62711.8,sell,1.0,1.0,2024-06-28 00:00:00,7000.0,,,,,2024-04-27,61 days 22:38:39.699000,61,89198.65,0.16970823820395736
159155,3382,299262479,2024-04-27 01:18:20.471,2,0.055,0.05466302,57.38,BTC-28JUN24-70000-C,62538.96,sell,0.2,0.2,2024-06-28 00:00:00,7000.0,,,,,2024-04-27,61 days 22:41:39.529000,61,89201.65,0.16971394596651446
159165,3381,299261203,2024-04-27 01:17:24.171,2,0.0555,0.05540857,57.29,BTC-28JUN24-70000-C,62618.46,sell,0.5,0.5,2024-06-28 00:00:00,7000.0,,,,,2024-04-27,61 days 22:42:35.829000,61,89202.58333333333,0.16971572171486554
159416,3380,299252247,2024-04-27 00:42:17.750,2,0.059,0.05849985,57.38,BTC-28JUN24-70000-C,63225.22,sell,0.2,0.2,2024-06-28 00:00:00,7000.0,,,,,2024-04-27,61 days 23:17:42.250000,61,89237.7,0.16978253424657533
160238,3379,299238421,2024-04-26 20:51:42.961,2,0.0615,0.06165341,56.6,BTC-28JUN24-70000-C,63875.68,sell,1.0,1.0,2024-06-28 00:00:00,7000.0,,,,,2024-04-26,62 days 03:08:17.039000,62,89468.28333333334,0.17022123921867074
160268,3378,299238078,2024-04-26 20:42:12.821,1,0.062,0.06170346,56.87,BTC-28JUN24-70000-C,63896.18,sell,1.0,1.0,2024-06-28 00:00:00,7000.0,,,,,2024-04-26,62 days 03:17:47.179000,62,89477.78333333334,0.1702393138001015
161119,3377,299224101,2024-04-26 17:33:41.018,1,0.062,0.06167238,56.96,BTC-28JUN24-70000-C,63838.22,sell,0.8,0.8,2024-06-28 00:00:00,7000.0,,,,,2024-04-26,62 days 06:26:18.982000,62,89666.3,0.17059798325722983
